student_id,name,age,experience_level,learning_style,interests,course_id,course_name,category,difficulty_level,ratings,num_reviews,time_spent_on_course,completion_status,video_id,video_topic,video_duration,time_watched,skip_count,pause_count,disengagement_score,watch_completion_rate,high_disengagement
300ca288-200f-42d3-9b28-52160aa976e5,Dana Rojas,25.0,Intermediate,Visual,"Cyber Threat Intelligence, Data Analysis, Azure",66cde262-118b-407b-a5f2-8b62d96580e4,Data Science Bootcamp,Data Science,Intermediate,2.4,403.0,361.0,False,b3b8b379-6deb-4824-b15b-4995d2fdac1c,Deep Learning,360.0,69.0,9.0,5.0,0.8,0.19166666666666668,1
88e318cf-3711-4486-b693-d6ca179d3635,Nancy Scott,35.0,Advanced,Kinesthetic,"Reinforcement Learning, Statistics",70f4a4fa-395d-42f0-a807-df28a9246861,Data Science Bootcamp,Data Science,Advanced,2.6,468.0,397.0,True,92e9a473-96e6-4ba7-8bf5-7055132ba8b0,Data Analysis,386.0,265.0,3.0,0.0,0.28,0.6865284974093264,0
d119e14f-ce69-4a8e-8d17-567ad91a21e9,Michelle Gomez,39.0,Beginner,Auditory,"AWS, JavaScript",7a8008b4-7d68-4d96-a9a0-44c28be157ed,Google Cloud Fundamentals,Cloud Computing,Beginner,4.0,193.0,440.0,True,ba215fde-7ec3-41ef-a149-da6f83328a2e,Azure,339.0,287.0,6.0,4.0,0.27,0.8466076696165191,0
336b4e27-8437-4209-b1bf-7c33c5624cce,Brooke Ryan,38.0,Advanced,Auditory,"Deep Learning, Node.js",6b6b2d7d-76eb-4c9b-86d5-42af9ab71d46,Backend APIs with Node.js,Web Development,Advanced,3.0,95.0,322.0,False,50b452f7-17b5-49b1-9b76-5d45c30a1056,React,362.0,141.0,8.0,4.0,0.63,0.38950276243093923,1
c302a605-a288-4a0c-bef0-34394cb2b345,Megan Montes,23.0,Beginner,Visual,"JavaScript, Neural Networks",4dc9fd0c-53f7-4e6d-ad4a-eb5ae39c0dbc,JavaScript Mastery,Web Development,Beginner,2.8,440.0,572.0,True,f347b036-4d70-470f-bf1d-b83deb2ce00f,Node.js,361.0,253.0,1.0,6.0,0.29,0.7008310249307479,0
bf293609-87f3-47c8-98c0-04a55537a432,Daniel Smith,18.0,Advanced,Kinesthetic,"Cyber Threat Intelligence, Computer Vision",7d0a6265-e54b-47dd-bfb6-f0d46221be1b,Certified Ethical Hacker (CEH),Cybersecurity,Advanced,1.3,496.0,567.0,False,a3911a02-2535-46b6-9643-4f70184750a9,Network Security,98.0,16.0,3.0,5.0,0.7,0.16326530612244897,1
52bdccd3-c451-4268-a449-1e6b39b6c3e9,Brittany Schmidt,30.0,Intermediate,Reading/Writing,"Deep Learning, Serverless Architecture",72c924cf-3057-483a-9402-04a68b8a80bd,Deep Learning with TensorFlow,Data Science,Beginner,3.7,283.0,231.0,False,1f372956-1906-4129-af34-86c696af6516,Deep Learning,299.0,110.0,5.0,4.0,0.58,0.36789297658862874,0
3294599c-a60c-4044-a66e-d21ef1465e22,Christopher Richardson,38.0,Intermediate,Auditory,"Serverless Architecture, Ethical Hacking, JavaScript",598e911c-da4c-4503-af4d-6953997c3538,Cybersecurity Fundamentals,Cybersecurity,Beginner,2.9,487.0,98.0,True,48c2c7e7-5102-4c1e-a869-d8cff967ef27,Cyber Threat Intelligence,488.0,379.0,9.0,1.0,0.35,0.7766393442622951,0
7d9fd175-f9a5-47e4-acca-5730e177122a,Jon Marshall,31.0,Beginner,Visual,"Natural Language Processing, Serverless Architecture, Statistics",2191bd12-f434-4252-b78c-39fae5309ee1,NLP with Transformers,AI,Beginner,2.0,458.0,408.0,False,2f69281b-a451-4713-ae9d-42b843337e41,Reinforcement Learning,301.0,50.0,2.0,5.0,0.67,0.16611295681063123,1
207082ba-4493-4ff9-a489-a3d917ef9bd1,Travis Morgan,37.0,Intermediate,Auditory,"Reinforcement Learning, AWS, React",172568e7-036a-4528-bed7-cf49da27540b,AWS Certified Solutions Architect,Cloud Computing,Intermediate,3.2,156.0,584.0,False,d2c0902f-2ead-4a5b-9119-5a9142501231,Google Cloud,66.0,16.0,8.0,0.0,0.69,0.24242424242424243,1
b00a8901-6c8c-42cc-a9e7-a61e0f3c1e83,Sharon Dixon,25.0,Advanced,Visual,"Cyber Threat Intelligence, Natural Language Processing, Data Analysis",68a6118b-b792-4a58-9fc5-b010a4e5d340,Cybersecurity Fundamentals,Cybersecurity,Intermediate,2.4,79.0,413.0,False,c2d7fb9c-ba56-4a86-b77d-80f739fa027f,Penetration Testing,244.0,63.0,3.0,9.0,0.67,0.2581967213114754,1
05dd8841-4977-4d8a-b1af-0bdd8e56572d,Sharon Clark,41.0,Advanced,Reading/Writing,"Natural Language Processing, Network Security, Full Stack Development",d69e2b64-79cb-4ae8-8b18-d35918bc5888,Backend APIs with Node.js,Web Development,Intermediate,2.7,106.0,60.0,True,0c1654ff-e04c-4234-8f50-8b25bc5b9758,HTML & CSS,137.0,124.0,1.0,2.0,0.11,0.9051094890510949,0
4dc264bc-8051-48fc-942d-98066ad9d2e8,Claudia Alvarez,34.0,Beginner,Visual,"Reinforcement Learning, AWS",36f4cb96-9cb3-4bcd-b50a-e034ad084894,Serverless Computing,Cloud Computing,Beginner,3.1,232.0,42.0,False,51f7d2b0-a604-4afd-a40c-de8dd1d21469,AWS,134.0,13.0,0.0,2.0,0.65,0.09701492537313433,1
b9385b15-71de-4f5b-9bb8-59f227f444ec,Carlos Murphy,46.0,Advanced,Visual,"Ethical Hacking, JavaScript, Kubernetes",05623363-cd83-471f-aff5-50ff304fc7ca,Backend APIs with Node.js,Web Development,Advanced,2.4,177.0,597.0,False,9fba9be8-5378-4378-a826-eac7a5c3d1ac,HTML & CSS,341.0,216.0,5.0,8.0,0.44,0.6334310850439883,0
69497451-e600-4880-8bfa-0c4a977a4687,Tiffany Porter,42.0,Intermediate,Kinesthetic,"Serverless Architecture, Cyber Threat Intelligence",9c941f4e-1c4f-4d80-8bbc-7fbd904f5abb,Serverless Computing,Cloud Computing,Intermediate,4.6,130.0,178.0,True,be24326c-4b86-438d-9286-bf7f0e3007a9,AWS,389.0,384.0,5.0,5.0,0.16,0.987146529562982,0
8b49b3fb-a060-4bcf-8d8e-0671cce187a3,Deanna Young,33.0,Beginner,Visual,"Deep Learning, Node.js, Cyber Threat Intelligence",ba44e93f-3c70-4c22-8139-2c8e6be2a9a1,Certified Ethical Hacker (CEH),Cybersecurity,Beginner,3.4,152.0,265.0,True,cbb7aea2-fb66-43f4-abe3-98304e45eda1,Cyber Threat Intelligence,465.0,395.0,9.0,4.0,0.33,0.8494623655913979,0
2dc21766-3cfc-4be1-9d7e-287442646a2b,Kristin Kirk,20.0,Advanced,Kinesthetic,"React, Azure",c1829056-28a9-4fe4-bd18-a0b1d2bbc8ff,Serverless Computing,Cloud Computing,Advanced,4.5,278.0,350.0,True,41963668-587d-4243-b4df-b6f606a97cf2,Kubernetes,315.0,279.0,1.0,1.0,0.11,0.8857142857142857,0
76d3bf0a-992c-493b-b2c2-6ab511e16d5b,Gregory Powell,31.0,Beginner,Visual,"Azure, HTML & CSS, Neural Networks",093eac48-7098-44c7-938f-fa9f75ed307a,Serverless Computing,Cloud Computing,Beginner,2.3,326.0,295.0,True,7eaedd27-81c5-4206-8504-c875c4257c40,Google Cloud,276.0,258.0,6.0,5.0,0.22,0.9347826086956522,0
ee92f3e5-f1db-4546-bfa8-627b45a2822a,David Taylor,25.0,Intermediate,Auditory,"Serverless Architecture, Natural Language Processing, Cyber Threat Intelligence",93c9b8a9-e637-476d-90b6-0a22b03cfbdf,AWS Certified Solutions Architect,Cloud Computing,Beginner,1.7,99.0,299.0,False,81531492-396f-4e45-b5f6-67a728bfc7a0,Google Cloud,438.0,110.0,0.0,0.0,0.52,0.2511415525114155,0
4d6161f0-9ee0-482a-91b9-cdb511022aa4,Mr. Christopher Smith,41.0,Beginner,Kinesthetic,"HTML & CSS, Data Analysis, Cyber Threat Intelligence",00439f61-e15b-4598-a4bc-1cc0113ddbb7,Backend APIs with Node.js,Web Development,Beginner,4.1,260.0,431.0,True,d01f6cc1-f448-483d-89c4-53bf6b8259f9,JavaScript,299.0,233.0,2.0,1.0,0.2,0.7792642140468228,0
e854fc13-33f7-4da8-95e1-6a220dd1e257,Whitney Hendrix,24.0,Advanced,Visual,"Azure, Neural Networks, Statistics",313e664c-0bb1-492b-a898-779905a759c0,Kubernetes for DevOps,Cloud Computing,Advanced,2.4,295.0,504.0,False,9fa6eb38-6381-4819-87f6-39e5c3876229,AWS,404.0,63.0,7.0,0.0,0.73,0.15594059405940594,1
b95a1ca7-83cc-4313-90e3-aefdfe3340e7,Michael Myers,25.0,Beginner,Visual,"Statistics, Network Security, Node.js",ef517d9a-7eb1-4721-b273-2be4ac83cf31,Deep Learning with TensorFlow,Data Science,Beginner,2.9,79.0,587.0,False,5a58e88c-a069-4682-b163-c8c0b461cb3c,Deep Learning,257.0,133.0,9.0,6.0,0.58,0.5175097276264592,0
d13eba32-5d8c-41b3-94b2-a511e890b128,Emily Mccoy,35.0,Intermediate,Auditory,"Full Stack Development, Machine Learning, Kubernetes",50cdd601-2ace-466b-9838-73d51a801cae,Full Stack Web Development,Web Development,Beginner,4.3,190.0,550.0,True,d17c4cb9-83a3-4e7b-93a3-03ceb0dc8c22,HTML & CSS,385.0,244.0,3.0,4.0,0.36,0.6337662337662338,0
fa3f9b79-3337-4395-8896-2141ceedacaa,Jeremiah Fernandez,31.0,Advanced,Visual,"Natural Language Processing, Serverless Architecture, React",36b430e6-d408-4137-a136-742e84945d4b,Computer Vision with OpenCV,AI,Advanced,3.9,434.0,551.0,True,3bacc760-fd4e-4fde-af0e-a5a169e10e3d,Reinforcement Learning,332.0,258.0,4.0,3.0,0.27,0.7771084337349398,0
3c311816-7926-4e4d-b517-1c0fc7ea55f0,Roger Baker,48.0,Intermediate,Kinesthetic,"Machine Learning, Neural Networks, AWS",95466399-1a9a-4e2c-b087-99e2c60420cc,Artificial Intelligence A-Z,AI,Intermediate,3.6,123.0,383.0,False,7f2e310c-712b-4d91-a1c3-6cd865b1d2cd,Computer Vision,62.0,19.0,0.0,5.0,0.54,0.3064516129032258,0
e64b885c-0cb2-496f-aa0b-b3c21097e187,Jay Cochran,33.0,Advanced,Auditory,"HTML & CSS, Ethical Hacking",92f8871a-f770-4ea3-9155-43ffda51b409,Full Stack Web Development,Web Development,Advanced,2.5,208.0,48.0,True,94683848-64ff-48b7-ba6a-e0d554443925,HTML & CSS,73.0,64.0,9.0,5.0,0.32,0.8767123287671232,0
39579e94-e264-4c79-a7e6-a8ec305bf6be,Chris Tucker,26.0,Intermediate,Visual,"JavaScript, Network Security, Deep Learning",b3465ab4-fd18-4870-a4e2-bb420c96cfdf,Full Stack Web Development,Web Development,Intermediate,2.5,385.0,591.0,True,f84eb38b-52ad-4f25-9ec0-4f76d657acc2,HTML & CSS,78.0,54.0,4.0,9.0,0.39,0.6923076923076923,0
4f5147f1-d677-463a-b2a4-a6d1dab18314,Ashley Johnson,46.0,Advanced,Visual,"Computer Vision, Network Security",73160ff2-c0be-4b83-bb5e-11b7e3dff636,Computer Vision with OpenCV,AI,Intermediate,2.7,51.0,124.0,False,a4d18c8a-9252-4255-8ef0-547d424a7943,Natural Language Processing,226.0,24.0,8.0,9.0,0.88,0.10619469026548672,1
b12cf896-078b-4769-afdb-9218478e3910,Donald Moses,21.0,Beginner,Visual,"JavaScript, Reinforcement Learning, AWS",4ed26c8e-18c1-4523-92aa-7aa5ffd54e34,Full Stack Web Development,Web Development,Beginner,3.1,122.0,553.0,True,43b4c217-f6ed-483c-b8d5-171d54520303,React,82.0,61.0,2.0,1.0,0.23,0.7439024390243902,0
8174cee0-f97b-432f-aafd-c2e54ef5fe9a,Tracy Contreras,43.0,Advanced,Visual,"Machine Learning, AWS, Penetration Testing",fa514796-7edb-4acb-a612-493ec64670a3,Statistics for ML,Data Science,Advanced,1.6,360.0,78.0,False,98f7bdd1-581b-42d3-bb43-bdee4a7d2298,Big Data,203.0,33.0,8.0,4.0,0.79,0.1625615763546798,1
6d788d26-7d6e-47e8-95d7-b6103867e851,Gloria Patterson,21.0,Advanced,Visual,"Natural Language Processing, Data Analysis, React",cc9af4b3-c095-4095-8b28-d779496687d4,Computer Vision with OpenCV,AI,Advanced,2.2,30.0,168.0,False,1e975be4-9251-43e1-a00b-2943f3e878a1,Computer Vision,236.0,91.0,2.0,3.0,0.5,0.3855932203389831,0
b1f9a705-cc7d-4d70-b29e-e881310caacf,Jesse Brown,39.0,Beginner,Kinesthetic,"Reinforcement Learning, Full Stack Development",7a5f6ae9-f71e-4fff-bcf8-58fe69a5008d,Computer Vision with OpenCV,AI,Beginner,3.5,22.0,160.0,False,13370067-e77e-4299-bf7d-6447bc197e3a,Natural Language Processing,69.0,16.0,9.0,1.0,0.73,0.2318840579710145,1
41edc587-f918-4f39-b200-8c8c63464253,Kara Butler,29.0,Beginner,Kinesthetic,"Computer Vision, Cyber Threat Intelligence",50d7d72f-3628-46f8-acbd-fa8344da71f6,Artificial Intelligence A-Z,AI,Beginner,1.8,65.0,109.0,False,578b2e74-38d0-4801-b1d0-8a1f708c0a3a,Natural Language Processing,233.0,15.0,9.0,0.0,0.83,0.06437768240343347,1
8368b555-87e0-4fc8-8a8a-514dc2fd255d,Sandy Cox,27.0,Intermediate,Kinesthetic,"Google Cloud, Neural Networks",f525b1ea-d529-4377-b6c7-d53787ce13c3,Google Cloud Fundamentals,Cloud Computing,Beginner,2.0,208.0,262.0,True,0449b1e2-193b-470d-afd5-ad699f643d9b,AWS,309.0,272.0,7.0,7.0,0.29,0.8802588996763754,0
6d1fdf68-32d9-4d78-a8fc-6c5db54dff72,Jessica Rios,43.0,Advanced,Kinesthetic,"Machine Learning, Reinforcement Learning, Node.js",66e07df5-2e6e-46ce-8f6a-574090819e20,Deep Learning with TensorFlow,Data Science,Advanced,3.4,82.0,481.0,False,32444c8c-4aa0-4022-bde3-2858c925d7f3,Big Data,417.0,100.0,1.0,9.0,0.64,0.23980815347721823,1
3b07a0af-145f-4f1a-9e6a-6768f2ad7a82,Christopher Zhang,33.0,Intermediate,Visual,"React, Google Cloud",10f9d6c2-8402-4017-a0d5-f4bd4c3151fa,JavaScript Mastery,Web Development,Intermediate,2.2,106.0,310.0,True,b6d25d0c-8b47-4456-a370-f0869fee8311,Node.js,143.0,117.0,6.0,0.0,0.25,0.8181818181818182,0
9d518e9b-223d-4603-8586-4a9213660eff,Erin Rodriguez,49.0,Intermediate,Visual,"Natural Language Processing, Kubernetes",3f616d99-2ef3-4788-8aa1-beff90b6d7d0,Neural Networks from Scratch,AI,Beginner,2.9,272.0,211.0,False,2178c665-bfa3-46fa-90de-0ee622267282,Natural Language Processing,394.0,113.0,7.0,5.0,0.69,0.2868020304568528,1
7e010a04-6003-49dc-a2bb-91b848c08ffb,Shane Mcpherson,19.0,Advanced,Visual,"Serverless Architecture, React, Computer Vision",959916b4-a9dc-475e-815e-e9a2d7b4ff12,Artificial Intelligence A-Z,AI,Intermediate,3.2,461.0,426.0,False,b2b11003-9fc2-4e4c-b2ca-6b2256b71fc9,Neural Networks,205.0,105.0,7.0,5.0,0.53,0.5121951219512195,0
6160776d-9a84-49a7-881c-d6293c7c5de7,Aaron Franklin,32.0,Intermediate,Visual,"Azure, Neural Networks",9736124e-255f-4229-a87e-5b53dee1e8b3,Google Cloud Fundamentals,Cloud Computing,Beginner,1.8,327.0,524.0,False,4a63f954-b0ba-4182-947f-eb2ce691a0ae,Kubernetes,65.0,15.0,1.0,5.0,0.61,0.23076923076923078,1
6b9101d6-3a49-4f59-86b1-a53ecb50d35e,Kathleen Harrell,42.0,Intermediate,Visual,"Ethical Hacking, Full Stack Development, Serverless Architecture",91e3f367-7d27-43a3-bd26-9265ae5e6ac2,Google Cloud Fundamentals,Cloud Computing,Beginner,3.2,50.0,468.0,True,7810e97d-7a9d-48d3-9caf-b7509f94d13a,AWS,415.0,304.0,0.0,2.0,0.21,0.7325301204819277,0
3e7459ac-53d3-4335-a35c-07ea3594ba30,Mr. Mitchell Fleming MD,29.0,Advanced,Visual,"Neural Networks, Google Cloud, Cyber Threat Intelligence",3ad220f3-4071-4c42-9f0c-19b154d2d4b5,Cybersecurity Fundamentals,Cybersecurity,Intermediate,2.9,486.0,46.0,False,20a5ff24-3197-4f40-aef9-5e5d69f7faf6,Cyber Threat Intelligence,410.0,30.0,0.0,1.0,0.66,0.07317073170731707,1
7271f2b3-f725-47a0-8eb5-c7baaf12548f,Angela Hanson,23.0,Intermediate,Visual,"Kubernetes, Data Analysis, Network Security",27e86d76-1573-4cde-b68b-ac0f880b38c5,Google Cloud Fundamentals,Cloud Computing,Intermediate,1.7,63.0,210.0,False,9c5a86e0-75fb-44ed-884c-5c461c7c6481,Kubernetes,52.0,17.0,8.0,4.0,0.67,0.3269230769230769,1
b1c72d4a-0f04-4ca8-a1e9-33858a8b9346,Samantha Allen,36.0,Intermediate,Visual,"Full Stack Development, Natural Language Processing, Google Cloud",6cc82a69-c0a3-46d3-ac43-18fbcaff3cce,Computer Vision with OpenCV,AI,Intermediate,1.9,218.0,205.0,True,bb01c346-5ba2-42c9-9eed-20b5a223d5a9,Natural Language Processing,396.0,247.0,0.0,6.0,0.32,0.6237373737373737,0
6310de0f-5455-4c9c-a98a-af867955e653,John Moyer,45.0,Intermediate,Visual,"Statistics, Serverless Architecture",bcc418a9-b7bf-4c4c-92f6-59f5d14ca3cb,AWS Certified Solutions Architect,Cloud Computing,Beginner,3.9,357.0,249.0,False,f11fc1c5-f4ea-48d1-a1ae-7f39c20223a3,Serverless Architecture,434.0,150.0,1.0,2.0,0.5,0.3456221198156682,0
6d82ebb0-cf3f-4fd1-8489-3697a393291e,Katelyn Singleton,20.0,Beginner,Visual,"HTML & CSS, Network Security, Machine Learning",c14cc4d8-0a40-4f0e-8cf1-ade8e00107f1,Data Science Bootcamp,Data Science,Beginner,1.9,350.0,67.0,False,0ae4613a-ce8c-471b-96b4-09dbef68721a,Data Analysis,51.0,30.0,9.0,3.0,0.5,0.5882352941176471,0
297b5824-97d4-4bda-9597-3e13398ebe17,Amanda Barnes,47.0,Beginner,Visual,"Kubernetes, Natural Language Processing, Network Security",7f2f6ecc-1b06-4f43-84f4-370c113dff1f,Google Cloud Fundamentals,Cloud Computing,Beginner,2.0,183.0,99.0,False,93f5ac67-3be0-4c57-a510-9a0341e9d055,Google Cloud,218.0,27.0,7.0,9.0,0.84,0.12385321100917432,1
a60834c8-1e67-49d1-9062-ed0a0a9eb083,Nathaniel Johnson,37.0,Advanced,Visual,"React, Data Analysis",fcb33794-c6ef-4a86-89b0-1f229d864070,Statistics for ML,Data Science,Advanced,2.0,77.0,456.0,False,4db9ca86-50d9-4432-a2b8-369e2ff9cef2,Statistics,373.0,49.0,0.0,8.0,0.69,0.13136729222520108,1
229a19bc-3386-471d-bf66-02b5203b7d4f,Carolyn Hunt,24.0,Advanced,Visual,"Machine Learning, Computer Vision",894e9e24-ac76-4e69-be94-f7876a7c0e10,Deep Learning with TensorFlow,Data Science,Intermediate,4.1,405.0,318.0,True,7678f02a-396f-4414-bcb8-4abd4828bc19,Big Data,355.0,262.0,1.0,7.0,0.27,0.7380281690140845,0
f18d6d83-bc4f-4d7f-82e3-b16680c09016,Tyler Montoya,20.0,Beginner,Visual,"Ethical Hacking, Natural Language Processing",26e70b42-cc8d-4269-b318-eaa4d4c066ef,Computer Vision with OpenCV,AI,Beginner,3.2,404.0,289.0,True,49c1667c-3792-49fb-a3d9-1e5ec6869cde,Neural Networks,74.0,44.0,0.0,2.0,0.3,0.5945945945945946,0
a9018663-849c-4d71-aa87-25889a6e4c4e,Matthew Ferguson,32.0,Intermediate,Visual,"Computer Vision, Serverless Architecture, Penetration Testing",fb3cc1d3-06ee-4d10-b84c-a271d75e79eb,Serverless Computing,Cloud Computing,Beginner,2.2,381.0,596.0,False,8f2d64ca-81ec-4f7c-8761-7ff78ecc5030,Serverless Architecture,203.0,20.0,0.0,4.0,0.67,0.09852216748768473,1
e4ebf8ca-c8de-4c6e-8f1d-b186fbf264fd,Ronnie Bailey,19.0,Beginner,Visual,"Serverless Architecture, Penetration Testing, Deep Learning",c93c456a-a74f-44db-8799-fcbfe923a8e9,Statistics for ML,Data Science,Beginner,3.4,252.0,588.0,False,712a09aa-0dc8-4b79-af9a-04ec94eba3a9,Deep Learning,215.0,58.0,1.0,0.0,0.53,0.26976744186046514,0
7a87d65e-18a5-4726-83c2-5fadc7e559ed,Ryan Vasquez,28.0,Intermediate,Visual,"Kubernetes, Computer Vision",c6bc2e0f-6803-47ed-8459-1df21bed00c1,AWS Certified Solutions Architect,Cloud Computing,Beginner,1.6,477.0,56.0,False,d18b9560-01f3-47f3-bd34-5963e2a30976,Serverless Architecture,449.0,202.0,5.0,8.0,0.57,0.44988864142538976,0
65bf7340-3f05-4505-bc60-f247d0bf5a0b,Linda Martin,32.0,Beginner,Kinesthetic,"Natural Language Processing, AWS",4beb70c0-170c-47d0-a58e-750d81f43892,Google Cloud Fundamentals,Cloud Computing,Beginner,2.3,386.0,482.0,False,454897b8-ddcf-410b-8379-0b7b993fc7c3,Azure,388.0,110.0,8.0,9.0,0.75,0.28350515463917525,1
2c9848c4-12b2-4040-bebf-ff59f49b4ee1,Michelle Anderson,34.0,Intermediate,Reading/Writing,"Neural Networks, Machine Learning",2770e0c0-d396-4f43-b1c0-56fe97c5ba34,Neural Networks from Scratch,AI,Intermediate,2.6,107.0,230.0,False,b6ec84d7-3ed5-4fc4-8fd5-bd28f249face,Reinforcement Learning,361.0,159.0,9.0,0.0,0.57,0.4404432132963989,0
462335d6-a971-465e-bef1-06b3cedb765f,Aaron Moon,29.0,Advanced,Kinesthetic,"Machine Learning, Serverless Architecture",842e6455-6661-4222-98c1-340fa1e4bd84,Python for Data Science,Data Science,Intermediate,2.4,419.0,463.0,True,c8339ed2-a94b-4a8a-b904-deb92556fa95,Big Data,280.0,219.0,8.0,0.0,0.31,0.7821428571428571,0
9d4d7c82-8fa0-415a-8d04-0a0963da3ca2,Bryan Hendricks,24.0,Intermediate,Visual,"React, Reinforcement Learning",158f9ba1-1cca-4c94-bcba-511c801680bd,NLP with Transformers,AI,Beginner,3.9,312.0,419.0,True,5c8256ac-fc54-4ef1-9dba-a809798c8125,Neural Networks,116.0,86.0,0.0,5.0,0.23,0.7413793103448276,0
3be504a0-cf4a-4166-baa2-9800d3421d3f,Patrick Cummings,18.0,Advanced,Visual,"Network Security, Google Cloud",8bc5ab40-2e0a-40be-b895-0addb4ddbbf3,Google Cloud Fundamentals,Cloud Computing,Intermediate,3.7,318.0,323.0,False,0e785fd6-95d1-4e6e-a626-457e209a990b,Azure,94.0,33.0,6.0,5.0,0.62,0.35106382978723405,1
d9e8ccba-2731-445b-a029-c024e3d2d5b3,Krista Clark,35.0,Advanced,Visual,"Cyber Threat Intelligence, Google Cloud, Computer Vision",726ab893-eeb8-4ddb-8049-86016095cde1,Artificial Intelligence A-Z,AI,Intermediate,3.7,148.0,549.0,False,0d7d1aa9-af66-4d6b-8704-30719051b13b,Natural Language Processing,127.0,51.0,6.0,3.0,0.57,0.4015748031496063,0
5abf4308-2105-4a6b-8ee8-b318ada0784b,Pamela Andrews,48.0,Beginner,Auditory,"Cyber Threat Intelligence, Kubernetes",e3198bb4-2df1-4ca5-bdfc-6111b2216d88,Network Defense,Cybersecurity,Beginner,2.1,59.0,379.0,True,635c7c20-3581-42bb-a11c-96c2dfd9dc34,Network Security,358.0,193.0,1.0,5.0,0.39,0.5391061452513967,0
